alternative.id,container.title,created,deposited,doi,indexed,ISBN,ISSN,issue,issued,member,page,prefix,publisher,reference.count,score,source,subject,title,type,update.policy,URL,volume,archive,license_date,license_URL,license_delay.in.days,license_content.version,abstract,subtitle,archive_,NA.,NA..1,funding_name,funding_award,funding_DOI,funding_doi.asserted.by,author_given,author_family,author_affiliation,author_ORCID
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Hendrik,de Buhr,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Claudia,Farack,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Fränce,Gottschalk,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Alexander,Hartmann,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Anne,Henning,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Gabriel,Hoppe,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Gesa,Römer,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Tara,Ruoff,"NA, NA, Department of Plant Science and Landscape Architecture; Department of Entomology; University of Maryland; College Park MD 20742 USA, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Veronika,Sommer,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Julia,Wille,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Jakob,Voigt,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Stefan,Zeh,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Dirk,Vieregg,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Yvonne M.,Buckley,"ARC Centre of Excellence for Environmental Decisions; School of Biological Sciences; The University of Queensland; Goddard building #8 St. Lucia Qld 4072 Australia, School of Natural Sciences; Zoology & Trinity Centre for Biodiversity Research; Trinity College Dublin Dublin 2 Ireland, NA, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Judy,Che-Castaldo,"NA, NA, National Socio-Environmental Synthesis Center; 1 Park Place Annapolis MD 21401 USA, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,David,Hodgson,"NA, NA, Centre for Ecology and Conservation; College of Life and Environmental Sciences; University of Exeter; Cornwall Campus Exeter TR10 9FE UK, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Alexander,Scheuerlein,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,Hal,Caswell,"Institute for Biodiversity and Ecosystem Dynamics; University of Amsterdam; 1090 GE Amsterdam The Netherlands, Biology Department MS-34; Woods Hole Oceanographic Institution; Woods Hole MA 02543-1050 USA, NA, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Australian Research Council,DE140100505,10.13039/501100000923,publisher,James W.,Vaupel,"Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, Max-Planck Odense Center on the Biodemography of Aging; University of Southern Denmark; Odense Denmark, NA, Population Research Institute; Duke University; Durham NC 27708-0309 USA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Roberto,Salguero-Gómez,"Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, ARC Centre of Excellence for Environmental Decisions; School of Biological Sciences; The University of Queensland; Goddard building #8 St. Lucia Qld 4072 Australia, NA, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Owen R.,Jones,"Max-Planck Odense Center on the Biodemography of Aging; University of Southern Denmark; Odense Denmark, Department of Biology; University of Southern Denmark; Odense Denmark, NA, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,C. Ruth,Archer,"Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, MaxNetAging School; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 DE-18057 Rostock Germany, NA, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Christoph,Bein,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Hendrik,de Buhr,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Claudia,Farack,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Fränce,Gottschalk,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Alexander,Hartmann,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Anne,Henning,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Gabriel,Hoppe,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Gesa,Römer,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Tara,Ruoff,"NA, NA, Department of Plant Science and Landscape Architecture; Department of Entomology; University of Maryland; College Park MD 20742 USA, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Veronika,Sommer,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Julia,Wille,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Jakob,Voigt,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
,Journal of Animal Ecology,2016-01-27,2017-03-25,10.1111/1365-2656.12482,2017-03-25,,0021-8790,2,2016-01-27,http://id.crossref.org/member/311,371-384,http://id.crossref.org/prefix/10.1111,Wiley-Blackwell,99,1,CrossRef,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",COMADRE: a global data base of animal demography,journal-article,NA,http://dx.doi.org/10.1111/1365-2656.12482,85,Portico,2015-09-01,http://doi.wiley.com/10.1002/tdm_license_1.1,0,tdm,NA,NA,NA,NA,NA,Natural Environment Research Council,NE/N006798/1,10.13039/501100000270,crossref,Stefan,Zeh,"NA, NA, Laboratory of Evolutionary Biodemography Laboratory; Max Planck Institute for Demographic Research; Konrad-Zuse-Straße 1 Rostock DE-18057 Germany, NA",NA
